"";"sat";"tothrs";"hsize";"hsrank";"hsperc";"colgpa";"athlete";"female";"white";"black";"gpaletter"
"1850";1260;51;3,8299999;21;5,48302886378665;3,3499999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"1851";1090;110;6,3899999;50;7,82472625703797;2,6600001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"1852";980;111;6,3899999;48;7,51173720675645;2,8800001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"1853";1000;77;3,3800001;33;9,76331332061203;3,0599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"1854";1200;17;1,5700001;24;15,2866232301514;3,1700001;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"1855";1000;18;1,41;25;17,7304964539007;2,3299999;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"1856";1020;75;1;41;41;1,97;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"1857";1180;47;2,3;20;8,69565217391304;3,3599999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"1858";990;49;2,3299999;89;38,1974265320784;2,24;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"1859";900;50;0,1;2;20;2,46;"FALSE";"TRUE";"TRUE";"FALSE";"C"
"1860";980;12;0,34999999;23;65,7142875918368;2,8299999;"FALSE";"TRUE";"TRUE";"FALSE";"B"
"1861";1170;18;4,8600001;191;20,3191498008149;4;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1862";810;14;1,1900001;42;35,2941146811668;1,78;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1863";940;40;5,71;252;44,1330998248687;2,4200001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1864";1180;18;2,1400001;86;40,1869140099573;2,6099999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1865";880;78;3,1099999;161;51,7684904105624;1,84;"FALSE";"FALSE";"FALSE";"FALSE";"C"
"1866";980;55;2,6800001;101;37,686565757964;3,05;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1867";1240;18;3,6700001;161;43,869208613918;3;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1868";1230;17;0,1;3;30;2;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1869";1080;17;3,1800001;31;9,74842736640166;2;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1870";1190;13;1,76;74;42,0454545454545;3,1500001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1871";960;106;3,8299999;66;17,2323764290438;2,4100001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1872";840;104;1,0700001;7;6,5420554633593;2,3900001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1873";1000;50;4,6300001;133;28,725701323419;2,8399999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1874";1040;112;0,91000003;30;32,9670318802077;2,9300001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1875";1340;46;3,76;130;34,5744680851064;2,23;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1876";880;85;3,8;71;18,6842105263158;2,8099999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1877";820;42;2,28;155;67,9824561403509;2,0899999;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1878";1060;43;5,5100002;248;45,0090727764402;2,25;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1879";730;50;4,8200002;273;56,6390017992115;1,9;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"1880";780;71;0,77999997;17;21,7948726331361;2,4000001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1881";1040;78;4,9200001;92;18,6991866118051;2,1600001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1882";940;19;1,85;41;22,1621621621622;2,3499999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1883";980;47;1,52;45;29,6052631578947;2;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"1884";1180;105;6,3699999;255;40,0313978026907;3;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"1885";1100;72;0,12;2;16,6666666666667;2,72;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1886";1030;18;2,52;27;10,7142857142857;3,55;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1887";910;15;1,27;28;22,0472440944882;2,8599999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1888";1060;42;0,13;1;7,69230769230769;2,04;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1889";700;38;0,31999999;22;68,7500021484376;2,3900001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1890";900;18;2,54;69;27,1653543307087;3,1600001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1891";1090;29;2,02;121;59,9009900990099;1,03;"FALSE";"FALSE";"TRUE";"FALSE";"D"
"1892";960;15;4,4699998;320;71,5883700934394;2,3299999;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"1893";890;37;1,24;50;40,3225806451613;2,45;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1894";1240;47;5,3699999;31;5,77281202556447;3,6500001;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1895";940;16;3,4200001;53;15,4970755702609;3,8099999;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1896";820;40;5,71;344;60,2451838879159;2,25;"TRUE";"FALSE";"FALSE";"FALSE";"C"
"1897";970;39;5,6599998;83;14,6643114722372;2,4100001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1898";790;17;5,9699998;72;12,0603019115679;2,8199999;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"1899";820;95;1,3099999;98;74,8091660159669;2,26;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1900";1120;12;4,8800001;20;4,09836057175491;2,3299999;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1901";1190;85;2,3;1;0,434782608695652;4;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1902";780;86;3,47;38;10,9510086455331;3,8099999;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1903";830;83;2;84;42;1,95;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"1904";980;16;0,92000002;28;30,43478194707;2,4300001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1905";960;14;4,5700002;329;71,9912441141688;1,21;"TRUE";"FALSE";"TRUE";"FALSE";"D"
"1906";1040;15;3,6099999;31;8,58725785560271;3;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1907";1040;79;3,24;187;57,716049382716;1,73;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"1908";1310;16;4,6700001;122;26,1241964427367;2,25;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1909";1180;18;4,8000002;48;9,99999958333335;3,77;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1910";1310;53;3,2;30;9,375;3,22;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1911";1150;63;3,02;64;21,1920529801325;2,1700001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1912";1130;113;1,66;33;19,8795180722892;2,77;"FALSE";"FALSE";"FALSE";"FALSE";"B"
"1913";1210;16;2,9300001;14;4,77815683351001;3,6199999;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1914";900;76;0,86000001;16;18,6046509464575;1,75;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1915";1030;52;2,0599999;57;27,6699042558206;2,1900001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1916";1140;71;2,4100001;24;9,95850581085038;2,6099999;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"1917";1180;87;4,6900001;36;7,6759060197035;3,0899999;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"1918";1160;113;4,02;15;3,73134328358209;2,8800001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1919";1190;36;2,6099999;97;37,1647523817913;2,4100001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1920";930;49;2;65;32,5;2,9300001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1921";1000;74;2,3599999;75;31,779662363545;2,28;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1922";970;42;4,3299999;130;30,0230953815957;1,95;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1923";980;47;0,1;4;40;3,25;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1924";960;118;2,26;96;42,4778761061947;3,3199999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1925";970;79;0,1;3;30;2,03;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1926";1160;96;2,1199999;19;8,96226457369173;3,4100001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1927";1080;80;2,1199999;100;47,1698135457459;2,5599999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1928";1060;12;2,3499999;66;28,0851075780897;2,25;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1929";1120;73;2,95;15;5,08474576271186;2,6300001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1930";1030;17;2,78;59;21,2230215827338;2,5799999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1931";1070;48;3,1500001;99;31,428570430839;3,04;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1932";910;13;3,72;85;22,8494623655914;2,76;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1933";1100;108;3,73;188;50,402144772118;1,95;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1934";1000;106;3,73;127;34,0482573726542;2,9200001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1935";1000;17;3,71;99;26,6846361185984;3,4100001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1936";1070;35;6;62;10,3333333333333;2,54;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1937";950;15;2,8499999;24;8,42105292705449;3,0599999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1938";1060;17;1,5599999;27;17,3076934171598;3,23;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1939";940;50;2,51;45;17,9282868525896;2,54;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"1940";960;48;1;39;39;2,22;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1941";890;104;2,0999999;38;18,0952389569161;1,99;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1942";1150;14;0,1;4;40;3,1400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1943";1270;107;0,1;4;40;3,24;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1944";1150;14;0,1;5;50;2,5;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1945";1090;15;1,5;79;52,6666666666667;1,6;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1946";1070;102;0,1;5;50;2,4100001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1947";980;49;3,2;17;5,3125;2,9300001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1948";1100;71;3,0599999;99;32,3529422337563;2,6099999;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"1949";1100;18;3,0999999;28;9,0322583558793;2,9400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1950";1070;50;1,78;10;5,61797752808989;3,4400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1951";980;16;2,27;21;9,2511013215859;3,1199999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1952";1060;35;2,6099999;76;29,118775062022;2,5699999;"FALSE";"FALSE";"FALSE";"FALSE";"B"
"1953";1300;42;2,6099999;142;54,4061323527254;2,78;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1954";860;92;2,74;110;40,1459854014599;2,1300001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1955";1010;94;2,5599999;74;28,9062511291504;2,6900001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1956";1000;17;1,96;35;17,8571428571429;1,88;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1957";1030;17;0,1;3;30;2,47;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1958";1100;18;2,3599999;22;9,32203429330654;2,6600001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1959";1240;92;0,57999998;16;27,5862078478003;2,77;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1960";1070;14;1,86;87;46,7741935483871;1;"FALSE";"FALSE";"TRUE";"FALSE";"D"
"1961";1040;47;1,95;60;30,7692307692308;2,02;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1962";1010;78;2,3099999;36;15,5844162590656;2,6900001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1963";1080;50;0,50999999;8;15,6862748173779;3,7;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1964";1210;49;3,4400001;120;34,8837199161709;1,97;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1965";1130;13;1,1;64;58,1818181818182;2,23;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1966";1050;15;6,1999998;266;42,9032271904267;1,8;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1967";1320;16;2,3800001;3;0,351288056206089;4;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1968";1000;106;1,52;41;26,9736842105263;1,84;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1969";1040;40;1,61;89;55,2795031055901;2,1500001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1970";850;11;1,79;153;85,4748603351955;1,8099999;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"1971";1140;14;2,7;16;5,92592592592593;2,0699999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1972";1090;18;6,6100001;159;24,0544625710369;2,72;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1973";1080;70;0,40000001;21;52,4999986875;2,1099999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1974";1130;18;5,8400002;100;17,1232870848189;3,1600001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1975";1130;49;3,6099999;19;5,26315804053069;3,6900001;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1976";1000;11;3,9300001;73;18,5750631405836;2,45;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1977";1130;44;3,6099999;28;7,75623290183471;3,72;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1978";1180;17;2,75;4;1,45454545454545;2,76;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1979";910;52;3,8599999;190;49,2227992026632;2,46;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"1980";1040;54;4,3499999;35;8,04597719645925;3,01;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1981";1220;55;4,3499999;93;21,379310836306;3,3;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1982";1170;16;5,6100001;89;15,8645273464434;3,4300001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1983";910;15;5,6300001;328;58,2593240096035;0,60000002;"TRUE";"FALSE";"TRUE";"FALSE";"D"
"1984";1290;45;5,21;19;3,6468330134357;3,71;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1985";1340;78;4,9899998;4;0,801603238541212;3,3800001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1986";1110;127;3,4400001;99;28,779068930841;2,6199999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1987";1040;81;3,2;20;6,25;3,49;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1988";1070;13;0,37;11;29,7297297297297;2,53;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1989";1200;18;3,25;7;2,15384615384615;3,77;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"1990";950;90;3,4000001;46;13,529411366782;2,6500001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1991";970;40;4,54;140;30,8370044052863;2,3499999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1992";1070;14;3,6199999;61;16,8508291947743;2,9200001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1993";1040;17;1,27;7;5,51181102362205;2,9400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1994";1170;73;4,6999998;127;27,0212777455863;3,28;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"1995";1010;18;4,6700001;116;24,8393998963726;2,72;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1996";950;97;6,5;75;11,5384615384615;2,4200001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1997";1200;84;0,1;3;30;2,26;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"1998";1230;46;2,6800001;6;2,23880588661172;3,47;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"1999";1250;38;1,15;11;9,56521739130435;2,3399999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2000";980;32;1,15;55;47,8260869565217;2,1800001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2001";1100;80;0,94;44;46,8085106382979;3,0999999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2002";880;38;2,54;116;45,6692913385827;2;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2003";1050;57;3,1600001;8;2,53164548950489;2,9400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2004";990;83;5,6599998;8;1,41342761178189;3,1400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2005";1130;42;5,9400001;209;35,185184592842;2,76;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2006";1030;125;4,4899998;33;7,34966625165551;2,8199999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2007";1020;13;4,4000001;61;13,8636360485537;2,46;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2008";1060;16;3,9300001;47;11,9592872274991;3,1800001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2009";1160;80;4,0300002;20;4,96277891003579;3,5;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2010";1210;17;4,3499999;25;5,74712656889946;2,7;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2011";1160;17;4,9400001;94;19,0283396957826;2,8800001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2012";1090;114;3,9400001;24;6,09137040377233;3,02;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2013";1210;52;4,48;6;1,33928571428571;4;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2014";1180;81;3,21;167;52,0249221183801;1,8200001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2015";750;41;6,1500001;76;12,3577233762972;1,41;"FALSE";"FALSE";"FALSE";"FALSE";"D"
"2016";1280;80;2,76;44;6,41399407559775;3,76;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2017";940;16;0,1;6;60;2,6199999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2018";990;16;3,6099999;86;23,8227153413495;1,5;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2019";1080;113;0,60000002;12;19,9999993333334;3,3099999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2020";1050;16;4,25;55;12,9411764705882;2,9300001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2021";1270;13;6,6300001;20;3,01659120638626;3,46;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2022";1160;18;0,37;17;45,9459459459459;2,27;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2023";1010;80;4;57;14,25;2,3099999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2024";1000;92;5,77;402;69,6707105719237;1,91;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"2025";1050;45;4,96;104;20,9677419354839;2,53;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2026";1050;81;4,1199999;21;5,09708750235649;2,9000001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2027";1050;16;4,8800001;56;11,4754096009137;2,8699999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2028";1170;15;3,9300001;84;21,3740452576579;2,26;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2029";1000;18;4,4699998;80;17,8970925233598;2,4400001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2030";970;114;1,11;14;12,6126126126126;3,0599999;"FALSE";"FALSE";"FALSE";"FALSE";"B"
"2031";1090;63;1,28;30;23,4375;2,5999999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2032";1070;17;6,0100002;84;13,9767050257336;3,1700001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2033";810;44;5,1999998;214;41,1538477366865;2,3599999;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2034";1200;14;6,3099999;43;6,81458013969224;3,21;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2035";1230;79;2,5;3;1,2;3,6500001;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2036";1110;78;3,21;23;7,16510903426791;3,5;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2037";1170;15;1,4400001;29;20,138887490355;3;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2038";1140;74;3,54;8;2,25988700564972;2,8599999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2039";920;42;3,03;20;6,6006600660066;3,0699999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2040";1180;79;0,31;2;6,45161290322581;2,4100001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2041";1130;50;1,9400001;1;0,51546389095547;3,78;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2042";1010;95;4,5700002;123;26,9146596536254;2,46;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2043";930;50;2,8800001;197;68,4027754026814;1,88;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2044";850;78;5,3699999;234;43,5754198058737;2,0699999;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2045";1050;76;5,6199999;23;4,09252676321222;2,8800001;"FALSE";"FALSE";"FALSE";"FALSE";"B"
"2046";1080;15;5,04;207;26,8482490272374;2,8;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2047";1100;43;2,21;218;29,2617457519932;2,3099999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2048";880;11;4,1700001;101;24,2206229203688;1,09;"FALSE";"FALSE";"TRUE";"FALSE";"D"
"2049";1040;13;3,3;76;23,030303030303;2,3;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2050";900;58;0,1;2;20;3,2;"FALSE";"FALSE";"FALSE";"TRUE";"B"
"2051";880;18;1,36;92;67,6470588235294;2,05;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2052";1100;49;1,72;137;79,6511627906977;2,97;"TRUE";"FALSE";"TRUE";"FALSE";"B"
"2053";1180;74;1,7;97;57,0588235294118;2,51;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2054";1210;18;0,1;3;30;0,55000001;"FALSE";"FALSE";"TRUE";"FALSE";"D"
"2055";1100;47;0,050000001;3;59,9999988;2,0599999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2056";1060;64;3,4000001;130;38,2352929930796;2,8499999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2057";1030;18;3,3699999;37;10,97922881244;3,27;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2058";1080;96;2,47;115;46,5587044534413;2,71;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2059";1100;38;0,70999998;58;81,6901431462012;2,02;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2060";1080;102;2,6099999;81;31,0344839476814;2,3;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2061";1040;45;2,04;56;27,4509803921569;2,6400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2062";1070;17;3,8299999;8;2,08877290049015;3,47;"FALSE";"FALSE";"FALSE";"TRUE";"B"
"2063";1040;50;0,40000001;32;79,999998;2,72;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2064";1360;52;2,3699999;3;1,26582283822037;3,78;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2065";700;15;2,3800001;102;42,8571410564226;2,5999999;"TRUE";"FALSE";"FALSE";"TRUE";"B"
"2066";700;98;0,92000002;37;40,2173904300567;2;"FALSE";"FALSE";"FALSE";"TRUE";"C"
"2067";750;74;2,1500001;68;31,6279055056788;2,4400001;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2068";950;79;2,0599999;74;35,9223318408899;1,86;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2069";980;14;1,9;42;22,1052631578947;2;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2070";1070;106;0,1;2;20;2,4000001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2071";1170;53;0,1;3;30;3,47;"FALSE";"FALSE";"FALSE";"FALSE";"B"
"2072";970;83;0,1;4;40;2,3800001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2073";860;44;2,7;55;20,3703703703704;2,8599999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2074";1090;51;0,1;1;10;2,6400001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2075";850;96;1,34;14;10,4477611940298;2,0699999;"FALSE";"FALSE";"FALSE";"TRUE";"C"
"2076";1270;17;3,1500001;1;0,317460307382212;3,76;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2077";1110;120;1,99;5;2,51256281407035;3,1099999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2078";1150;13;3,72;89;23,9247311827957;2,6099999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2079";870;108;3,02;67;22,1854304635762;2,22;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"2080";1010;131;1,28;13;10,15625;2,9000001;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2081";1080;92;2,3399999;99;42,3076941157134;2,28;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2082";1100;46;0,1;1;10;2,8599999;"FALSE";"FALSE";"FALSE";"TRUE";"B"
"2083";1360;52;2,8299999;1;0,353356902945474;3,98;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2084";1220;42;0,1;3;30;2,76;"TRUE";"FALSE";"FALSE";"FALSE";"B"
"2085";910;43;0,1;3;30;2,8599999;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2086";1090;35;0,1;3;30;1,8;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2087";1060;17;0,1;2;20;3,6400001;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2088";1120;17;0,1;1;10;3,76;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2089";1230;107;1,03;6;5,8252427184466;2,97;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2090";830;89;4,5700002;279;61,0503255557844;1,92;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2091";950;48;5,1500001;181;35,1456303855217;1,9299999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2092";1200;52;0,37;2;5,40540540540541;3,51;"FALSE";"FALSE";"TRUE";"FALSE";"A"
"2093";820;117;0,98000002;16;16,3265302790504;2,47;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2094";1000;82;0,36000001;17;47,2222209104939;2,4200001;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2095";1120;15;1,64;27;16,4634146341463;2,73;"FALSE";"FALSE";"TRUE";"FALSE";"B"
"2096";740;14;0,61000001;8;13,1147538833647;2,0699999;"TRUE";"FALSE";"TRUE";"FALSE";"C"
"2097";670;82;0,75999999;58;76,3157904778394;1,89;"TRUE";"FALSE";"FALSE";"TRUE";"C"
"2098";980;38;4,5;67;14,8888888888889;2,3099999;"FALSE";"FALSE";"TRUE";"FALSE";"C"
"2099";1240;80;2,29;11;4,80349344978166;3,45;"FALSE";"FALSE";"TRUE";"FALSE";"B"
